Test semantic/logic,Testing many things,https://ieeexplore.ieee.org/document/9240691,"Revisiting Test Smells in Automatically Generated Tests: Limitations, Pitfalls, and Opportunities",webpage,Test Smell,assertion roulette,Assertion Roulette,,A test that has multiple assertion statements that do not provide any description of why they failed,TRUE,FALSE,TRUE
Test semantic/logic,Testing many things,https://testsmells.org/,Software Unit Test Smells,webpage,Test Smell,assertion roulette,Assertion Roulette,,Occurs when a test method has multiple non-documented assertions. Multiple assertion statements in a test method without a descriptive message impacts readability/understandability/maintainability as it’s not possible to understand the reason for the failure of the test.,TRUE,FALSE,FALSE
Test semantic/logic,Testing many things,https://damorimrg.github.io/practical_testing_book/goodpractices/artifacts.html,Test Artifacts — The Practical Testing Book,webpage,Test Smell,assertion roulette,Assertion Roulette,,"When a test method has many unexplained assertions, making it hard to tell which one may cause a test failure",TRUE,FALSE,FALSE
,,https://arxiv.org/abs/2003.05613,A survey on test practitioners' awareness of test smells,paper,Test Smell,,Assertion Roulette,,"It occurs when tests present assertions with no explanation in test methods. If one of those assertions fails, it is not possible to identify which one caused the problem;",FALSE,FALSE,FALSE
,,https://ieeexplore.ieee.org/document/6405253,An empirical analysis of the distribution of unit test smells and their impact on software maintenance,paper,Test Smell,,Assertion Roulette,,Several assertions with no explanation within the same test method,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/2970276.2970340,An empirical investigation into the nature of test smells,article,Test Smell,,Assertion Roulette,,"As defined by van Deursen et al. this smell comes from having a number of assertions in a test method that have no explanation [42]. Thus, if an assertion fails, the  identification of the assert that failed can be difficult.",FALSE,FALSE,FALSE
,,https://ieeexplore.ieee.org/document/7890581,An Empirical Study into the Relationship Between Class Features and Test Smells,paper,Test Smell,,Assertion Roulette,,Test method having more than one assertion.,FALSE,FALSE,FALSE
,,https://ieeexplore.ieee.org/abstract/document/8847402/,An exploratory study of the relationship between software test smells and fault-proneness,article,Test Smell,,Assertion Roulette,,Several assertions with no explanation within the same test method,FALSE,FALSE,TRUE
,,https://dl.acm.org/doi/10.1145/3387940.3392189,An Exploratory Study on the Refactoring of Unit Test Files in Android Applications,paper,Test Smell,,Assertion Roulette,,A test method contains more than one assertion statement without an explanation/message (parameter in the assertion method),FALSE,FALSE,FALSE
,,https://link.springer.com/article/10.1007/s10664-014-9313-0,Are test smells really harmful? An empirical study,article,Test Smell,,Assertion Roulette,,Several assertions with no explanation within the same test method,FALSE,TRUE,TRUE
,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,,Assertion Roulette,,"If there are many assertions in a test method, it becomes difficult to determine which one caused a test failure",FALSE,FALSE,TRUE
,,https://arxiv.org/abs/2107.13902,Developers perception on the severity of test smells: an empirical study,technical paper/manuscript,Test Smell,,Assertion Roulette,,It occurs when a test method contains more than one assertion statement without an explanation or parameter in the assertion method,FALSE,FALSE,TRUE
,,https://lutpub.lut.fi/handle/10024/158751,Enhancing developers’ awareness on test suites’ quality with test smell summaries,thesis,Test Smell,,Assertion Roulette,,A test method contains plenty of assertions without any explanation.,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3474624.3477066,Handling Test Smells in Python: Results from a Mixed-Method Study,paper,Test Smell,,Assertion Roulette,,Multiple unexplained assertions in the same test method,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/abs/10.5555/1768961.1768982,Inspecting Automated Test Code: A Preliminary Study,paper,Test Smell,,Assertion roulette,,"When a test case fails, you do not know which of the assertions is responsible for it",FALSE,FALSE,TRUE
,,https://dl.acm.org/doi/abs/10.1145/3379597.3387453,Investigating Severity Thresholds for Test Smells,paper,Test Smell,,Assertion Roulette,,A test that has multiple assertion statements that do not provide any description of why they failed,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3482909.3482915,Investigating Test Smells in JavaScript Test Code,paper,Test Smell,,Assertion Roulette,,"A test method has multiple nondocumented assertions, making it difficult to identify which one causes a failure",FALSE,FALSE,TRUE
,,https://dl.acm.org/doi/10.1145/2897010.2897016,On the diffusion of test smells in automatically generated test code: an empirical study,paper,Test Smell,,Assertion Roulette,,"As dened by Van Deursen et al., this smell comes from having a number of assertions in a test method that have no explanation. Thus, if an assertion fails, the identication of the assert that failed can be diffcult.",FALSE,FALSE,FALSE
,,https://ieeexplore.ieee.org/document/9463091,"On the Distribution of ""Simple Stupid Bugs"" in Unit Test Files: An Exploratory Study",paper,Test Smell,,Assertion Roulette,,A test method contains more than one assertion statement without an explanation/message (parameter in the assertion method),FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.5555/3370272.3370293,On the distribution of test smells in open source Android applications: an exploratory study,paper,Test Smell,,Assertion Roulette,,Occurs when a test method has multiple nondocumented assertions.,FALSE,FALSE,TRUE
,,https://dl.acm.org/doi/10.1145/3350768.3350775,On the influence of Test Smells on Test Coverage,paper,Test Smell,,Assertion Roulette,,"Occurs when a test method contains multiple non-documented assertions. Thus, if an assertion fails, it can be difficult to identify wich one failed",FALSE,FALSE,FALSE
,,https://link.springer.com/chapter/10.1007/978-3-540-76440-3_8,On the interplay between software testing and evolution and its effect on program comprehension,article,Test Smell,,Assertion Roulette,,"You know something is wrong because your tests fail but it is unclear what. This smell comes from having a number of assertions in a single test method that do not have a distinct explanation. If one of the assertions fails, you do not know which one it is.",FALSE,TRUE,FALSE
,,https://ieeexplore.ieee.org/document/8529832,On the Relation of Test Smells to Software Code Quality,paper,Test Smell,,Assertion Roulette,,A test that contains several assertions with no explanation,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/abs/10.1145/3482909.3482916,On the use of test smells for prediction of flaky tests,paper,Test Smell,,Assertion Roulette,,"It occurs when a method has more than an assertion, so if one fails it is difficult to define which one.",FALSE,TRUE,TRUE
,,https://ieeexplore.ieee.org/document/9240623/,Pizza versus Pinsa: On the Perception and Measurability of Unit Test Code Quality,paper,Test Smell,,Assertion Roulette,,Appears when a test includes a number of assertions without comments,FALSE,TRUE,TRUE
,,https://ieeexplore.ieee.org/document/9678615/,PyNose: A Test Smell Detector For Python,paper,Test Smell,,Assertion Roulette,,Occurs when a test case has multiple non-documented assertions,FALSE,TRUE,TRUE
,,https://jrnl.nau.edu.ua/index.php/IPZ/article/download/3084/3036/0,Quality defects detection in unit tests,technical paper/manuscript,Test Smell,,Assertion Roulette,,"It is hard to tell which of several assertions within the same test method caused a test failure. A test fails. Upon examining the output of the Test Runner, we cannot determine exactly which assertion failed",FALSE,TRUE,FALSE
,,https://dl.acm.org/doi/10.1145/3422392.3422510,RAIDE: a tool for Assertion Roulette and Duplicate Assert identification and refactoring,paper,Test Smell,,Assertion Roulette,,occurs when the optional parameter for explaining the assertion structure is absent,FALSE,TRUE,FALSE
,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.19.5499&rep=rep1&type=pdf,Refactoring Test Code,paper,Test Smell,,Assertion Roulette,,"This smell comes from having a number of assertions in a test method that have no explanation. If one of the assertions fails, you do not know which one it is",FALSE,TRUE,FALSE
,,https://www.sciencedirect.com/science/article/pii/S0164121219301487?casa_token=UT0EMFzxTcQAAAAA:L9J82_15tdySkabcIMSHKPx8rVkrltOzcwgme5cIBWgT0txJENY5y-BdUmCYUoGHnoEjZJH-cYc,Scented since the beginning: On the diffuseness of test smells in automatically generated test code,article,Test Smell,,Assertion Roulette,,"this smell “comes from having a number of assertions in a test method that have no explanation”. Thus, if an assertion fails, the identification of the cause behind the failure can be difficult",FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3474624.3477070,Smart prediction for refactorings in the software test code,paper,Test Smell,,Assertion Roulette,,A test method that contains assertion statements without an explanation message. Non documented assertions impact the test code readability and understandability,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3337932.3338815,SoCRATES: Scala radar for test smells,paper,Test Smell,,Assertion Roulette,,Atest case that contains more than one assertion of which at least one does not provide a reason for assertion failure. This test smell encumbers identifying which assertion failed and the reason why,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,,Assertion Roulette,,A test method with multiple assertions without explanation messages,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3338906.3342500,Test-related factors and post-release defects: an empirical study,paper,Test Smell,,Assertion Roulette,,Test classes having a large number of assertions without documentation,FALSE,FALSE,FALSE
,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.6409&rep=rep1&type=pdf,TestQ: Exploring Structural and Maintenance Characteristics of Unit Test Suites,paper,Test Smell,,Assertion Roulette,,Test commands with lots of asserts without description,FALSE,FALSE,FALSE
,,https://search.proquest.com/openview/c52d821a4dd6ecb046957d9d6a532ae0/1?pq-origsite=gscholar&cbl=326341,The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems,article,Test Smell,,Assertion Roulette,,A test containing several assertions with no explanation.,FALSE,FALSE,TRUE
,,https://link.springer.com/article/10.1007/s10664-021-09969-1,The secret life of test smells-an empirical study on test smell evolution and maintenance,article,Test Smell,,Assertion Roulette,,One test case may contain several assertions with no explanation. AR increases difficulties in comprehension,FALSE,FALSE,TRUE
,,https://dl.acm.org/doi/10.1145/3472674.3473981,Toward static test flakiness prediction: a feasibility study,paper,Test Smell,,Assertion Roulette,,When atest method has multiple non-documented assertions.,FALSE,FALSE,FALSE
,,https://dibt.unimol.it/staff/fpalomba/documents/C14.pdf,Towards Automated Tools for Detecting Test Smells: An Empirical Investigation into the Nature of Test Smells,technical paper/manuscript,Test Smell,,Assertion Roulette,,when a test case contains multiple assertions without properly documenting all of them,FALSE,TRUE,TRUE
,,https://dl.acm.org/doi/10.1145/3368089.3417921,tsDetect: an open source test smells detection tool,paper,Test Smell,,Assertion Roulette,,A test method contains more than one assertion statement without an explanation/message (parameter in the assertion method),FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/abs/10.1145/3430665.3456328?casa_token=igLWdXV-fTYAAAAA:UZiEPkDc2-NRE6_Zi0Q9FRDeUjeyZcdVTLO9Kzk53cVuo7LC-nC7m690pw6vZpQmMfa5ktOcw2pvFw,Unit Test Smells and Accuracy of Software Engineering Student Test Suites,paper,Test Smell,,Assertion Roulette,,"Individual unit tests that contain many assertions can be ""hard to tell which of several assertions within the same test method caused a test failure,""",FALSE,FALSE,FALSE
,,https://www.proquest.com/openview/17433ac63caf619abb410e441e6557f0/1?pq-origsite=gscholar&cbl=18750,What the Smell? An Empirical Investigation on the Distribution and Severity of Test Smells in Open Source Android Applications,thesis,Test Smell,,Assertion Roulette,,Occurs when a test method has multiple nondocumented assertions.,FALSE,FALSE,TRUE
,,https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,,Assertion roulette,,It is hard to tell which of several assertions within the same test method caused a test failure.,FALSE,FALSE,FALSE
,,https://www.sciencedirect.com/science/article/pii/S0164121221000364,Why do builds fail?—A conceptual replication study,article,Test Smell,,Assertion Roulette,,"JUnit classes containing at least one method having more than one assertion statement, and having at least one assertion statement without explanation.",FALSE,FALSE,FALSE
,,https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,,Assertion Roulette,,It is hard to tell which of several assertions within the same test method caused a test failure.,FALSE,TRUE,FALSE
Issues in test steps,Issues in assertions,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.144.9594,Assessing test quality ‐ TestLint,webpage,Test Smell,assertionless test,Assertionless Test,,"A test that does not contain at least one valid assertion is not a real test as it does only execute plain source-code, but never assert any data, state or functionality.",TRUE,TRUE,FALSE
Issues in test steps,Issues in assertions,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.108.3631&rep=rep1&type=pdf,Rule-based Assessment of Test Quality,webpage,Test Smell,assertionless test,Assertionless Test,,"Pretending to assert data and functionality, but does not",TRUE,FALSE,TRUE
,,https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,,Assertionless Test,,A test that does not contain at least one valid assertion,FALSE,FALSE,FALSE
,,https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,,Assertionless Test,,A test that is acting to assert data and functionality but does not,FALSE,FALSE,FALSE
,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.6409&rep=rep1&type=pdf,TestQ: Exploring Structural and Maintenance Characteristics of Unit Test Suites,paper,Test Smell,,Assertionless Test,,Test commands that do not invoke asserts.,FALSE,FALSE,FALSE
,,https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,,Assertionless test,,A test method without any assertions.,FALSE,FALSE,FALSE
Issues in test steps,Issues in assertions,http://kaczanowscy.pl/books/bad_tests_good_tests.html,"Bad tests, good tests",webpage,Test Smell,assertions should be merciless,Assertions should be Merciless,,Tests whose assertions do not prove the test method works correctly,TRUE,TRUE,FALSE
Test execution / behavior,Performance,https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,webpage,Test Smell,asynchronous test,Asynchronous Test,,A few tests take inordinately long to run; those tests contain explicit delays.,TRUE,TRUE,FALSE
Design related,Not using test patterns,http://kaczanowscy.pl/books/bad_tests_good_tests.html,"Bad tests, good tests",webpage,Test Smell,autogeneration,Autogeneration,,Auto-generated tests that test methods instead of behavior,TRUE,TRUE,FALSE
Code related,Complex / Hard to understand,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.144.6997&rep=rep1&type=pdf,Pattern-based Smell Detection in TTCN-3 Test Suites,webpage,Test Smell,bad comment rate,Bad Comment Rate,,The comment rate (number of comments per line) is too high or too low.,TRUE,TRUE,FALSE
,,https://link.springer.com/article/10.1007/s10009-008-0075-0,An approach to quality engineering of TTCN-3 test specifications,article,Test Smell,,Bad comment rate,,the comment rate is too high or too low,FALSE,FALSE,FALSE
,,https://link.springer.com/chapter/10.1007/978-3-540-73066-8_16,Utilising Code Smells to Detect Quality Problems in TTCN-3 Test Suites,paper,Test Smell,,Bad Comment Rate,,The comment rate is too high or too low,FALSE,FALSE,FALSE
Code related,Violating coding best practices,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.144.6997&rep=rep1&type=pdf,Pattern-based Smell Detection in TTCN-3 Test Suites,webpage,Test Smell,bad documentation comment,Bad Documentation Comment,,A documentation comment does not conform to its format. Documentation comments like T3Doc need to conform to certain formatting rules and appear at certain positions in the source code.,TRUE,TRUE,FALSE
,,https://link.springer.com/article/10.1007/s10009-008-0075-0,An approach to quality engineering of TTCN-3 test specifications,article,Test Smell,,Bad documentation comment,,a documentation comment does not conform to its format,FALSE,FALSE,FALSE
,,https://link.springer.com/chapter/10.1007/978-3-540-73066-8_16,Utilising Code Smells to Detect Quality Problems in TTCN-3 Test Suites,paper,Test Smell,,Bad Documentation Comment,,"A documentation comment does not conform to a given format, e.g. T3Doc",FALSE,FALSE,FALSE
Code related,Violating coding best practices,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.144.6997&rep=rep1&type=pdf,Pattern-based Smell Detection in TTCN-3 Test Suites,webpage,Test Smell,bad naming,Bad Naming,,"An identifier does not conform to a given naming convention. Before this smell can be detected, the naming conventions have to be agreed on. Proposed naming conventions for TTCN-3 can be found on the official TTCN-3 home page.",TRUE,TRUE,FALSE
Code related,Violating coding best practices,https://scholarworks.rit.edu/theses/11053/,Test Naming Failures. An Exploratory Study of Bad Naming Practices in Test Code,webpage,Test Smell,bad naming,Bad Naming,,"When a test fails, or when the test base requires maintenance, the test names are the first thing developers will generally attempt to understand before they apply changes to the test or the code being tested. If test names are poor quality, developers will need to spend time reading the code and determining how the test’s actual behavior is related to its name",TRUE,TRUE,TRUE
,,https://link.springer.com/article/10.1007/s10009-008-0075-0,An approach to quality engineering of TTCN-3 test specifications,article,Test Smell,,Bad naming,,an identifier does not conform to a given naming convention,FALSE,FALSE,FALSE
,,https://link.springer.com/chapter/10.1007/978-3-540-73066-8_16,Utilising Code Smells to Detect Quality Problems in TTCN-3 Test Suites,paper,Test Smell,,Bad Naming,,An identifier does not conform to a given naming convention,FALSE,FALSE,FALSE
,,https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,,Bad naming,,The test method name is not meaningful and thus leads to low understandability.,FALSE,FALSE,FALSE
Issues in test steps,Issues in setup,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.144.9594,Assessing test quality ‐ TestLint,webpage,Test Smell,badly used fixture,Badly Used Fixture,,A Badly Used Fixture is a xture that is not fully used by the tests in the test-suite.,TRUE,TRUE,FALSE
Code related,Violating coding best practices,https://codingcraftsman.wordpress.com/2018/09/27/test-smells/,Test Smells - The Coding Craftsman,webpage,Test Smell,blethery prefixes,Blethery prefixes,,where the implementation of a single line of test code is prefixed by a lot of characters before we get to the point,TRUE,FALSE,FALSE
Test semantic/logic,Other test logic related,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.159.6145&rep=rep1&type=pdf,Parameterized Test Patterns For Effective Testing with Pex,webpage,Test Smell,branch to assumption anti-pattern,Branch To Assumption Anti-Pattern,,An assumption is conditionally executed.,TRUE,TRUE,FALSE
Issues in test steps,Issues in assertions,https://code.tutsplus.com/articles/maintainable-automated-ui-tests--net-35089,Maintainable automated ui tests,webpage,Test Smell,brittle test,Brittle Test,,"UI tests containing procedural test code, duplicated steps and magic values",TRUE,FALSE,FALSE
,,https://jakescruggs.blogspot.com/2009/04/smells-of-testing-signs-your-tests-are.html,Smells of Testing (signs your tests are bad),webpage,Test Smell,,Brittle Test,,"Tests that break all the time when small things change undermine the importance of test breakage. Examples are testing that a greeting is inside an ""h1"" in a view or the exact wording of text on the screen.",FALSE,FALSE,FALSE
#N/A,#N/A,https://code.tutsplus.com/tutorials/tips-to-avoid-brittle-ui-tests--net-35188,Tips to avoid brittle ui tests,webpage,Test Smell,brittle ui tests,Brittle UI Tests,,"Tests having fixed delays, bad selectors and targeting elements, and difficult investigating failures",TRUE,FALSE,FALSE
Issues in test steps,Issues in assertions,https://www.youtube.com/watch?v=3Fa69eQ6XgM,Developer test anti-patterns by lasse koskela,webpage,Test Smell,broad assertion,Broad Assertion,,"Assertions that do not compare exact content and are, therefore, broad",TRUE,TRUE,FALSE
Issues in test steps,Issues in assertions,https://codingcraftsman.wordpress.com/2018/09/27/test-smells/,Test Smells - The Coding Craftsman,webpage,Test Smell,bumbling assertions,Bumbling assertions,,"where there was a more articulate assertion available, but we chose a less sophisticated one and kind of got the message across. E.g. testing exceptions the hard way, or using equality check on list size, rather than a list size assertion.",TRUE,FALSE,FALSE
Issues in test steps,Issues in setup,https://github.com/testdouble/test-smells,A workbook repository of example test smells and what to do about them,webpage,Test Smell,bury the lede,Bury The Lede,,A test's setup is so onerous that the reader forgets the purpose of the subject by the time they reach the relevant invocation and assertion of the subject.,TRUE,TRUE,FALSE
Issues in test steps,Issues in assertions,https://mattarcherblog.wordpress.com/2010/11/29/how-test-automation-with-selenium-or-watir-can-fail/,How test automation with selenium can fail,webpage,Test Smell,calculating expected results on the fly,Calculating expected results on the fly,,Any automated test that performs a comparison needs to know the expected results. If you believe that automatically calculating expected results is for you then I would at least consider separating the code that calculates the expected results from the code that performs the actual test.,TRUE,TRUE,FALSE
Issues in test steps,Issues in exception handling,https://exubero.com/junit/anti-patterns/,JUnit Anti-patterns,webpage,Test Smell,catching unexpected exceptions,Catching Unexpected Exceptions,,"When writing production code, developers are generally aware of the problems of uncaught exceptions, and so are relatively diligent about catching exceptions and logging the problem. In the case of unit tests, however, this pattern is completly wrong!",TRUE,TRUE,FALSE
,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,,Catching Unexpected Exceptions,,"If unexpected exceptions are caught, the tests can pass even if an exception is thrown.",FALSE,FALSE,TRUE
Test semantic/logic,Other test logic related,https://github.com/testdouble/test-smells,A workbook repository of example test smells and what to do about them,webpage,Test Smell,chafing,Chafing,,"A test in which the author attempts to eliminate as much textual duplication as possible, even if the indirection it introduces confuses future readers of the intention and behavior of the test.",TRUE,TRUE,FALSE
Test execution / behavior,Other test execution / behavior,https://codingcraftsman.wordpress.com/2018/09/27/test-smells/,Test Smells - The Coding Craftsman,webpage,Test Smell,chatty logging,Chatty logging,,"often a substitute for self-explanatory assertions or well defined test names, the test writes lots of data to the console or logs in order to explain test failures outside of the assertions",TRUE,FALSE,FALSE
Code related,In association with production code,https://enterprisecraftsmanship.com/posts/code-pollution/,Code pollution,webpage,Test Smell,code pollution,code pollution,,It takes place when you introduce additional code to your main code base in order to enable unit testing,TRUE,TRUE,FALSE
Issues in test steps,Issues in assertions,http://kaczanowscy.pl/books/bad_tests_good_tests.html,"Bad tests, good tests",webpage,Test Smell,commented test,Commented Test,,Test contents are commented so that it passes,TRUE,TRUE,FALSE
Issues in test steps,Issues in assertions,https://github.com/testdouble/test-smells,A workbook repository of example test smells and what to do about them,webpage,Test Smell,complex assertions,Complex Assertions,,"The assertions in a test require many lines of code to implement. At first blush, since test-scoped logic is typically itself untested, this can be risky. Additionally, multi-line assertions are typically harder to read—both in terms of what they're doing and what they intend to say about the subject's behavior.",TRUE,TRUE,FALSE
Test semantic/logic,Other test logic related,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.144.6997&rep=rep1&type=pdf,Pattern-based Smell Detection in TTCN-3 Test Suites,webpage,Test Smell,complex conditional,Complex Conditional,,A conditional expression is composed of many boolean conjunctions.,TRUE,TRUE,FALSE
,,https://link.springer.com/article/10.1007/s10009-008-0075-0,An approach to quality engineering of TTCN-3 test specifications,article,Test Smell,,Complex conditional,,a conditional expression is composed of many Boolean conjunctions,FALSE,FALSE,FALSE
,,https://link.springer.com/chapter/10.1007/978-3-540-73066-8_16,Utilising Code Smells to Detect Quality Problems in TTCN-3 Test Suites,paper,Test Smell,,Complex Conditional,,A conditional expression is composed of many Boolean conjunctions.,FALSE,FALSE,FALSE
Issues in test steps,Issues in teardown,https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,webpage,Test Smell,complex teardown,Complex Teardown,,"Complex fixture teardown code is more likely to leave test environment corrupted by not cleaning up correctly. It is hard to verify that it has been written correctly and can easily result in ""data leaks"" that may later cause this or other tests to fail for no apparent reason.",TRUE,TRUE,FALSE
